1,-0.022582067,-0.4488571103,-0.3056730385,0.1392707581,-0.2243506682,0.3446199088,0.3116350387,0.3789951752,0.7591745155,0.6007726996,-0.702958406,0.20563089,-0.2993868235,0.3077138093,-0.5990180033,-1,-1,0.7300819552,-0.4894321369,0.8272727975,0.2763171136,0.2921289773,-0.5813755412,-0.4875061992,-0.4244310798,0.4234058148,-0.4056712357,0.3336347197,0.0540947693,0.4285465167,0.3636615811,0.4780092942,0.0023965833,0.5,-0.7998779744,-0.1218732693,0.1109980784,0.523689565,0.1591334222,0.3910970009,0.1832447417,0.0002773925,0.3206612363,0.4053687882,0.3417290674,0.0424559567,0.3914688116,-0.0004889244,0.5271084337,-0.3408,0.4537788963,-0.669327252,-0.6666666667,-0.5337029525,-0.4163518769,-0.7401263501,-0.2603896104,0.1324714143,0.2078774617,0.185840708,-0.1296835267,-0.3675768193,0.1194910521,-0.4736842105,0.3237064243,0.0720699073
1,0.8324796232,0.7545443018,0.6990339766,-0.1995356462,0.6822957314,0.0569119009,-0.2524685187,0.3814845394,0.2439408247,0.4328888115,-0.2730906666,0.1668848355,0.2025327913,0.2130238014,0.0075424969,-0.167091416,-0.1636382006,0.0167297614,-0.1641728493,0.0361801292,0.5274594411,0.0904543181,0.8837390872,0.9375119216,0.8823780625,-0.6219742162,0.8628579401,-0.0366184448,-0.449744688,0.628563955,0.545631068,0.6512485653,0.09511979,0.6527636487,-0.6998169616,-0.1379927197,-0.9630383181,-0.8412944482,-0.9439430143,-0.2463901439,-0.9250235255,-0.6821081831,0.6020216148,-0.4040333977,0.2756977536,0.3186813187,0.4234333014,-0.368311006,0.4303463855,-0.2432,0.2827622721,0.3135689852,-0.5585585586,-0.3926116965,0.3302584777,-0.8373751783,0.9318181818,0.1425681743,0.0284463895,0.046460177,-0.2777019777,-0.158878695,0.0538328922,0.6172248804,-0.7343675053,0.1263528362
1,-0.6881939041,-0.2838577057,-0.6017996276,-0.7120300478,-0.5486610955,-0.7713852162,0.5709749803,-0.719355425,-0.313503305,-0.6660986979,-0.7437614026,-0.6957464427,-0.3374642474,0.4529788097,0.4161037938,0.7462164174,0.7282910635,-0.6238719229,0.642249201,-0.2804139467,-0.4123798344,-0.6386132181,-0.5116757754,-0.2749399153,-0.3403891915,0.1485418339,-0.3371002058,-0.7034358047,0.326893244,0.8285813933,0.7270457698,0.8216522945,0.2065738007,0.8333333333,-0.4008541794,-0.4603514842,-0.3705210806,0.4605173917,-0.1909173349,-0.4617878961,-0.2000813856,-0.6366158114,0.1308665322,-0.4815054907,0.0762423417,0.1843711844,0.2443246749,-0.3252821125,0.2981927711,-0.288,0.3556433581,-0.8244013683,0.0780780781,-0.3962065843,-0.7282556526,-0.6462196862,-0.6420454545,0.5392943948,-0.5317286652,0.7389380531,0.0351385944,-0.980576495,0.1388194158,-0.9330143541,0.3651342135,-0.4317013929
1,-0.5749942194,-0.1614204748,-0.4914126819,-0.7458739853,-0.458484369,-0.7101660723,0.3553113143,-0.4561355595,-0.5788479698,-0.4772513949,-0.3186524142,-0.44415467,-0.1641776482,0.5924759968,0.007814913,0.7203132208,0.6156871173,-0.7785190815,0.5677233751,-0.4575152204,-0.7188241306,-0.5075346243,-0.5580949677,-0.2749399153,-0.3448836066,-0.1824203153,-0.3142199435,-0.5560578662,0.1210645557,0.7427848984,0.8180305132,0.8348106617,-0.0475651306,0.8055272974,-0.7998779744,-0.2647431617,-0.4445574771,0.4921034783,-0.203958611,-0.4223077296,-0.2667158371,-0.3642163662,-0.4218658381,-0.5867679662,0.0599046971,0.1827431827,0.2491892393,-0.326936587,0.3554216867,-0.6064,0.5122822844,-0.7552370093,0.1531531532,-0.3681080689,-0.6867132807,-0.6818830243,-0.6534090909,0.4217651616,-0.3144107534,0.6681415929,0.1342815143,-0.8482680516,0.2034091737,-0.7224880383,-0.109091047,-0.4218285507
1,0.9670073183,0.4899166,0.8291124726,0.0389864708,0.7981310017,0.1919273119,0.1152896223,0.2775611438,0.2433113,0.2714557489,-0.3920273376,-0.0185420628,0.2791352533,-0.027963317,0.1822582461,-0.0843600512,0.0580327542,0.085598612,0.1665743794,0.333509756,0.1646268303,0.1221609968,0.7209170275,0.9000495937,0.8429615853,-0.92868759,0.8400474347,-0.5551537071,0.1305602635,0.7713837301,0.4546463245,0.8042188943,0.0463346427,0.8055272974,-0.600976205,-0.3651751667,-1,-0.5872492975,-0.8759359026,-0.4578606309,-0.8667310969,-0.545631068,-0.0609685804,-0.7014559645,0.3342409803,-0.1127391127,0.3309448065,0.0383378605,0.4073795181,0.152,0.2402993365,0.0763968073,0.5345345345,0.3221307906,-0.4361038505,0.0670470756,-0.1136363636,0.1721980308,-0.3785557987,-0.1084070796,-0.6218118226,-0.180399035,-0.3167083505,0.3301435407,-0.3380425083,0.2610498835
1,-0.8191715969,-0.2252455282,-0.6530015949,-1,-0.6281493155,-1,0.8173227299,-0.1655754483,-0.5656279509,-0.3409226553,-0.1001567445,-0.3689099938,0.3677560489,0.398715117,-0.2576832151,0.401913384,0.1792986247,-0.6959953396,0.2019849634,-0.5666253096,0.266213036,-0.3064874999,-0.4651146284,-0.2249647122,-0.3032262426,-0.105973349,-0.3027798124,-0.7034358047,0.3351672422,0.7999825617,0.545631068,0.8075460651,-0.0259011547,0.7500847745,-0.7998779744,-0.1565229966,-0.0741494292,0.2382521074,-0.0756976524,0.256370217,-0.1334469341,0.0901525659,-0.109649812,-0.1173976741,0.3927842069,0.1192511193,0.5304537171,-0.0627698847,0.5677710843,-0.2672,0.3652916089,-0.7696693273,0.4864864865,-0.2656087425,-0.9255429714,-0.4835948645,-0.7159090909,0.0837664591,0.0897155361,0.8672566372,0.5639810927,-0.8767282053,0.5093606585,-0.7990430622,0.1900557084,-0.2789610218
1,-0.7076517059,-0.3165395187,-0.6960975516,-0.8379785265,-0.6854969108,-0.7782632282,0.2293508195,-1,-0.2917847026,-0.8933949378,-0.9311055672,-0.9396710457,-0.1011786919,-0.5522638088,0.1496347099,0.9542004694,0.9431299501,-1,0.889786502,-0.9707239797,0.4817493719,-1,-0.5580949677,-0.2999656659,-0.247131934,0.8785511599,-0.3371002058,-0.2594936709,0.8483624216,0.7999825617,0.6360610264,0.3607991553,0.9196040694,0.6388606307,0.1995118975,0.7325565791,-0.6112806601,0.2700319736,-0.3460876799,-0.6344751166,-0.4167705181,-0.8180305132,0.5010390552,0.7537501134,0.1420402606,0.220722135,-0.2790998019,-0.2097415955,-0.6192340792,-1,0.6063323291,-0.9931584949,0.2072072072,-0.375228198,-0.8757187862,-0.517831669,-1,0.5105749774,-0.4354485777,0.814159292,0.2049388765,-0.9937763549,0.2679989316,-1,0.5499417194,-0.5550597549
1,-0.6526419531,-0.1799015662,-0.5769585741,-0.857164415,-0.5457502626,-0.8142947737,0.4136000716,0.0796415593,-0.3997481901,-0.0183880332,-0.0583465712,-0.0942283744,-0.019609365,0.6868900499,-0.3099178206,0.4235680992,0.2106633081,-0.7910067118,0.2347633618,-0.6635922174,-0.067643737,-0.4118699362,-0.6512172617,-0.262503338,-0.3205006514,-0.2482230313,-0.3142199435,-0.5551537071,0.4015833365,0.7141860668,0.7270457698,0.8192764335,-0.0576858261,0.8055272974,-0.7998779744,-0.3977566612,0.148072793,0.4921034783,0.0939151815,0.2540182762,-0.0083674559,-0.0460471567,0.3123718175,-0.0854714706,0.1851599728,0.0842490842,0.3584488989,-0.1108386334,0.5094126506,-0.8832,0.5669522725,-0.7080957811,0.4594594595,-0.2024273583,-0.7761343047,-0.4807417974,-0.4034090909,-0.0260969087,0.0080025008,0.6128318584,0.2369167504,-0.6587237741,0.2272054003,-0.5885167464,0.3382603057,-0.2917636617
1,-0.546202134,-0.0774855177,-0.4467213005,-0.8246383004,-0.4054747852,-0.7525779777,0.3571016671,-0.3480503183,-0.567516525,-0.4938417425,-0.2503007717,-0.4932912918,0.2462179624,0.378846369,-0.0703591129,0.5443996019,0.2829854754,-0.7291430292,0.3013663998,-0.4692676974,-0.4059868107,-0.3947673146,-0.4883952019,-0.2249647122,-0.2947928135,-0.1121325661,-0.2914094381,-0.7034358047,0.409435327,0.7427848984,0.6360610264,0.7868172122,-0.0306574186,0.7778908104,-0.600976205,-0.437708022,-0.2037978976,0.2382521074,-0.2072795024,-0.0669179259,-0.2584246802,-0.2274618585,0.0814130971,-0.2926838755,0.3846153846,0.0704110704,0.5478734904,-0.0082061657,0.6001506024,-0.4784,0.4064118914,-0.6191562144,0.4654654655,-0.1541179756,-0.6785865244,-0.455064194,-0.1931818182,-0.141330096,0.1509846827,0.6238938053,0.3072477971,-0.6941109129,0.4107762912,-0.4449760766,-0.3926553765,-0.1657110755
1,-0.6473732113,-0.1553228642,-0.4936095562,-0.9367240746,-0.472276993,-0.8791639203,0.2904612564,-0.4324368664,-0.9663204281,-0.7179876472,-0.0389129151,-0.635372638,0.2765414056,0.5707561002,-0.0381346392,0.4850213127,0.3761055269,-0.7239630521,0.2981366207,-0.5373288454,-0.0467209105,-0.284506655,-0.5116757754,-0.2874527906,-0.3570865806,-0.0149945942,-0.3485403369,-0.8517179024,0.4976210261,0.7999825617,0.545631068,0.8315124509,0.0048274902,0.8055272974,-0.7998779744,-0.3014784458,-0.1852605403,0.1429125085,-0.1945194855,0.060171345,-0.2334494774,-0.2732316227,0.2485295238,-0.2979346826,0.3281143635,0.4017094017,0.6521604843,-0.2843541823,0.6694277108,-0.696,0.4612885569,-0.3454960091,0.5045045045,-0.0875386837,-0.43797238,-0.5306704708,-0.6647727273,0.5456972656,-0.4442013129,0.6150442478,-0.0385622682,-0.8578589017,0.0572323532,-0.6842105263,-0.5548968483,-0.4032154128
1,-0.7713209483,-0.3708728447,-0.7185310194,-0.7453126734,-0.6955879738,-0.7670199156,0.4722419504,-0.0959505552,-0.5794774945,-0.1953939241,-0.0205032839,-0.1935190327,0.0894293678,0.6264505846,-0.4542947203,0.5381679481,0.2309512062,-0.9615988907,0.2909537391,-0.9415956092,0.3944655456,-0.4630862056,-0.5580949677,-0.2124518369,-0.2959138752,-0.2736482672,-0.2685291758,-0.7034358047,0.3149780645,0.7427848984,0.7270457698,0.7901066891,-0.1004179554,0.7500847745,-0.600976205,-0.598556895,0.1109980784,0.4287375254,0.0694727431,0.3763463248,0.0332917928,0.3636615811,-0.4433511715,-0.1013340939,0.2287270252,0.2999593,0.4126077154,-0.4211986858,0.3832831325,-0.5744,0.3619578752,-0.6579247434,0.2282282282,-0.3297257825,-0.78382202,-0.5663338088,-0.5227272727,-0.0212793894,-0.3391684902,0.7522123894,0.2036821918,-0.9349787983,0.2476021659,-0.8564593301,0.0409970111,-0.6415128633
1,-0.7305240526,-0.3230875276,-0.7391912478,-0.8627608855,-0.7502473742,-0.8537121872,0.3670287432,-0.1900739696,-0.7651872836,-0.3533151034,0.0449722269,-0.2958897579,0.2495774951,0.5435594244,-0.211562997,0.5771316979,0.3488071901,-0.725895204,0.3368396979,-0.3240569829,-1,-0.2337364406,-0.5116757754,-0.2249647122,-0.3101687091,-0.1426988618,-0.3027798124,-0.7034358047,0.2775796929,0.7427848984,0.3636615811,0.7863258132,0.0853522497,0.8055272974,-0.600976205,-0.352853647,-0.0556120719,0.4605173917,-0.0426768093,0.1918852276,-0.1167628882,0.0907073509,-0.0529347341,-0.0760135354,0.2055820286,0.4277574278,0.5769527751,-0.3900727641,0.5881024096,-0.8976,0.4726139675,-0.6009122007,0.4174174174,-0.1388027687,-0.65877817,-0.3865905849,0.0340909091,-0.6366386998,-0.3304157549,0.7013274336,0.1387781223,-0.8635141683,0.1966102518,-0.7224880383,-0.3078288326,-0.5956114407
1,-0.8072059433,-0.2579419074,-0.688001836,-0.9525631887,-0.6585796206,-0.8307528969,-0.3285812356,-0.2411899035,-0.2159269751,-0.2981737908,-0.4476433414,-0.3947515005,0.0767536145,0.3374005494,0.0344618935,0.5706677022,0.4266907369,-0.6712322507,0.465049747,-0.4537603701,-0.1162300253,-0.5057709109,-0.4651146284,-0.1999389616,-0.2623395513,-0.0510635644,-0.2456489135,-0.7043399638,0.4014755134,0.7999825617,0.4546463245,0.8164608876,0.2342839167,0.8333333333,-0.6003660769,-0.3711479102,-0.0741494292,0.3969576591,-0.1389911315,0.0616800697,-0.2334494774,-0.0002773925,-0.44402322,-0.1821187331,0.2321307012,0.0305250305,0.3909411002,-0.061636147,0.5256024096,-0.6592,0.4691758809,-0.4458380844,0.2582582583,-0.1741607063,-0.586033772,-0.3837375178,0.0795454545,-0.4663488193,-0.2297592998,0.7787610619,0.2824097933,-0.9002897264,0.3121919239,-0.8564593301,0.2236586962,-0.2573486889
1,-0.7300184654,-0.366230735,-0.7123018378,-0.6715230327,-0.7587791765,-0.6579287686,0.6956714406,-0.2889985321,-0.746931067,-0.4127982054,-0.0644231955,-0.3648244035,-0.0649614032,0.7084787727,-0.1926504675,0.599744166,0.3890732881,-0.7975476121,0.4473423444,-0.7066800899,0.2823233911,-0.3704502055,-0.4418340549,-0.1999389616,-0.2878572173,-0.1234779545,-0.279969307,-0.8517179024,0.4814125253,0.8285813933,0.6360610264,0.846101805,-0.0088462727,0.8333333333,-0.7998779744,-0.2210707399,-0.0556120719,0.4605173917,-0.0487713227,0.1240427245,-0.1500292479,-0.0002773925,-0.127789902,-0.2160869171,0.0578624915,0.2747252747,0.3118571826,-0.4581425198,0.3456325301,-0.7376,0.4118453925,-0.6419612315,-0.024024024,-0.4146242287,-0.6483811265,-0.7032810271,-0.5340909091,0.2893356007,-0.4442013129,0.5287610619,-0.0949652352,-0.7263000231,0.1558167205,-0.7129186603,0.49287289,-0.5882420978
1,-0.6861585157,-0.2045430215,-0.574256459,-0.8368395025,-0.5448493947,-0.8641496906,0.6177068413,-0.4314950609,-0.6427447277,-0.5045417978,-0.231592251,-0.4768102435,0.0470385298,0.5574911238,-0.129995497,0.6298019895,0.3613975403,-0.7971658743,0.3253810978,-0.5792464222,-0.1596170678,-0.4492383186,-0.5116757754,-0.3375042918,-0.3884165825,0.0961283568,-0.3713508423,-0.4068716094,0.1840372658,0.9428023367,0.8180305132,1,0.1185581834,1,-0.7998779744,-0.3023891064,-0.1852605403,0.4287375254,-0.1148587559,0.03780143,-0.1334469341,0.1816920943,-0.8182777858,-0.1194202072,0.1429543907,-0.1754171754,0.2847082806,0.0190044484,0.4917168675,-0.7152,0.4876851382,-0.2907639681,0.042042042,-0.182778588,-0.2052940184,-0.5420827389,-0.0852272727,0.3874269823,-0.2603938731,0.6902654867,0.2233456115,-0.812502928,0.3359881505,-0.8373205742,0.4703460783,-0.0723880967
